loc,length,bug type,approach
542,13,TOD,code snippet injection
241,13,TOD,code snippet injection
225,13,TOD,code snippet injection
209,13,TOD,code snippet injection
23,18,TOD,code snippet injection
714,13,TOD,code snippet injection
687,18,TOD,code snippet injection
668,13,TOD,code snippet injection
642,18,TOD,code snippet injection
616,18,TOD,code snippet injection
588,18,TOD,code snippet injection
563,13,TOD,code snippet injection
476,13,TOD,code snippet injection
440,18,TOD,code snippet injection
403,18,TOD,code snippet injection
370,18,TOD,code snippet injection
336,18,TOD,code snippet injection
305,18,TOD,code snippet injection
271,13,TOD,code snippet injection
82,13,TOD,code snippet injection
51,13,TOD,code snippet injection
526,13,TOD,code snippet injection
511,13,TOD,code snippet injection
497,13,TOD,code snippet injection
188,18,TOD,code snippet injection
174,13,TOD,code snippet injection
158,13,TOD,code snippet injection
138,18,TOD,code snippet injection
119,18,TOD,code snippet injection
100,18,TOD,code snippet injection
8,13,TOD,code snippet injection
