loc,length,bug type,approach
633,13,TOD,code snippet injection
615,13,TOD,code snippet injection
597,13,TOD,code snippet injection
579,13,TOD,code snippet injection
556,18,TOD,code snippet injection
538,13,TOD,code snippet injection
515,18,TOD,code snippet injection
497,13,TOD,code snippet injection
474,18,TOD,code snippet injection
451,18,TOD,code snippet injection
428,18,TOD,code snippet injection
410,13,TOD,code snippet injection
392,13,TOD,code snippet injection
369,18,TOD,code snippet injection
346,18,TOD,code snippet injection
323,18,TOD,code snippet injection
300,18,TOD,code snippet injection
277,18,TOD,code snippet injection
259,13,TOD,code snippet injection
241,13,TOD,code snippet injection
218,13,TOD,code snippet injection
197,13,TOD,code snippet injection
172,13,TOD,code snippet injection
154,13,TOD,code snippet injection
131,18,TOD,code snippet injection
113,13,TOD,code snippet injection
84,13,TOD,code snippet injection
58,18,TOD,code snippet injection
