loc,length,bug type,approach
279,13,TOD,code snippet injection
215,13,TOD,code snippet injection
183,13,TOD,code snippet injection
843,13,TOD,code snippet injection
818,18,TOD,code snippet injection
801,13,TOD,code snippet injection
770,18,TOD,code snippet injection
752,13,TOD,code snippet injection
731,18,TOD,code snippet injection
709,18,TOD,code snippet injection
687,18,TOD,code snippet injection
669,13,TOD,code snippet injection
652,13,TOD,code snippet injection
630,18,TOD,code snippet injection
607,18,TOD,code snippet injection
583,18,TOD,code snippet injection
465,18,TOD,code snippet injection
415,18,TOD,code snippet injection
398,13,TOD,code snippet injection
358,13,TOD,code snippet injection
279,13,TOD,code snippet injection
265,13,TOD,code snippet injection
251,13,TOD,code snippet injection
234,13,TOD,code snippet injection
183,18,TOD,code snippet injection
169,13,TOD,code snippet injection
155,13,TOD,code snippet injection
136,18,TOD,code snippet injection
117,18,TOD,code snippet injection
98,18,TOD,code snippet injection
563,13,TOD,code snippet injection
543,18,TOD,code snippet injection
520,18,TOD,code snippet injection
506,13,TOD,code snippet injection
492,13,TOD,code snippet injection
440,18,TOD,code snippet injection
313,18,TOD,code snippet injection
