loc,length,bug type,approach
126,13,TOD,code snippet injection
111,13,TOD,code snippet injection
542,13,TOD,code snippet injection
524,13,TOD,code snippet injection
488,18,TOD,code snippet injection
456,13,TOD,code snippet injection
428,18,TOD,code snippet injection
410,13,TOD,code snippet injection
387,18,TOD,code snippet injection
360,18,TOD,code snippet injection
336,18,TOD,code snippet injection
317,13,TOD,code snippet injection
299,13,TOD,code snippet injection
276,18,TOD,code snippet injection
253,18,TOD,code snippet injection
228,18,TOD,code snippet injection
205,18,TOD,code snippet injection
180,18,TOD,code snippet injection
155,13,TOD,code snippet injection
96,13,TOD,code snippet injection
81,13,TOD,code snippet injection
60,13,TOD,code snippet injection
45,13,TOD,code snippet injection
30,13,TOD,code snippet injection
10,18,TOD,code snippet injection
