loc,length,bug type,approach
36,13,TOD,code snippet injection
22,13,TOD,code snippet injection
8,13,TOD,code snippet injection
446,13,TOD,code snippet injection
423,18,TOD,code snippet injection
403,13,TOD,code snippet injection
379,18,TOD,code snippet injection
356,13,TOD,code snippet injection
334,18,TOD,code snippet injection
309,18,TOD,code snippet injection
283,18,TOD,code snippet injection
246,13,TOD,code snippet injection
212,13,TOD,code snippet injection
172,18,TOD,code snippet injection
151,18,TOD,code snippet injection
132,18,TOD,code snippet injection
112,18,TOD,code snippet injection
93,18,TOD,code snippet injection
79,13,TOD,code snippet injection
65,13,TOD,code snippet injection
51,13,TOD,code snippet injection
