loc,length,bug type,approach
48,4,tx.origin,code snippet injection
53,4,tx.origin,code snippet injection
58,4,tx.origin,code snippet injection
63,4,tx.origin,code snippet injection
68,4,tx.origin,code snippet injection
73,4,tx.origin,code snippet injection
78,4,tx.origin,code snippet injection
83,4,tx.origin,code snippet injection
98,4,tx.origin,code snippet injection
109,4,tx.origin,code snippet injection
114,4,tx.origin,code snippet injection
120,4,tx.origin,code snippet injection
129,3,tx.origin,code snippet injection
141,3,tx.origin,code snippet injection
150,4,tx.origin,code snippet injection
164,4,tx.origin,code snippet injection
169,4,tx.origin,code snippet injection
174,3,tx.origin,code snippet injection
178,4,tx.origin,code snippet injection
184,4,tx.origin,code snippet injection
189,4,tx.origin,code snippet injection
207,3,tx.origin,code snippet injection
218,4,tx.origin,code snippet injection
230,4,tx.origin,code snippet injection
247,4,tx.origin,code snippet injection
258,4,tx.origin,code snippet injection
273,3,tx.origin,code snippet injection
291,4,tx.origin,code snippet injection
313,3,tx.origin,code snippet injection
325,4,tx.origin,code snippet injection
342,3,tx.origin,code snippet injection
353,4,tx.origin,code snippet injection
