loc,length,bug type,approach
176,4,tx.origin,code snippet injection
171,4,tx.origin,code snippet injection
224,4,tx.origin,code snippet injection
213,4,tx.origin,code snippet injection
164,3,tx.origin,code snippet injection
151,4,tx.origin,code snippet injection
137,3,tx.origin,code snippet injection
119,4,tx.origin,code snippet injection
104,3,tx.origin,code snippet injection
68,4,tx.origin,code snippet injection
63,4,tx.origin,code snippet injection
58,4,tx.origin,code snippet injection
53,4,tx.origin,code snippet injection
49,3,tx.origin,code snippet injection
201,4,tx.origin,code snippet injection
197,3,tx.origin,code snippet injection
193,3,tx.origin,code snippet injection
188,4,tx.origin,code snippet injection
91,4,tx.origin,code snippet injection
86,4,tx.origin,code snippet injection
81,4,tx.origin,code snippet injection
