loc,length,bug type,approach
9,3,tx.origin,code snippet injection
14,4,tx.origin,code snippet injection
23,5,tx.origin,code snippet injection
37,4,tx.origin,code snippet injection
139,4,tx.origin,code snippet injection
145,4,tx.origin,code snippet injection
151,3,tx.origin,code snippet injection
155,4,tx.origin,code snippet injection
162,4,tx.origin,code snippet injection
167,4,tx.origin,code snippet injection
172,4,tx.origin,code snippet injection
178,3,tx.origin,code snippet injection
182,4,tx.origin,code snippet injection
187,4,tx.origin,code snippet injection
207,4,tx.origin,code snippet injection
221,4,tx.origin,code snippet injection
255,4,tx.origin,code snippet injection
267,4,tx.origin,code snippet injection
279,4,tx.origin,code snippet injection
299,4,tx.origin,code snippet injection
315,4,tx.origin,code snippet injection
325,4,tx.origin,code snippet injection
350,3,tx.origin,code snippet injection
362,3,tx.origin,code snippet injection
372,4,tx.origin,code snippet injection
381,3,tx.origin,code snippet injection
397,4,tx.origin,code snippet injection
408,4,tx.origin,code snippet injection
420,4,tx.origin,code snippet injection
436,4,tx.origin,code snippet injection
458,3,tx.origin,code snippet injection
478,4,tx.origin,code snippet injection
501,3,tx.origin,code snippet injection
541,4,tx.origin,code snippet injection
566,3,tx.origin,code snippet injection
580,4,tx.origin,code snippet injection
