loc,length,bug type,approach
9,4,tx.origin,code snippet injection
14,4,tx.origin,code snippet injection
19,3,tx.origin,code snippet injection
24,3,tx.origin,code snippet injection
28,4,tx.origin,code snippet injection
33,3,tx.origin,code snippet injection
37,4,tx.origin,code snippet injection
51,4,tx.origin,code snippet injection
60,4,tx.origin,code snippet injection
69,4,tx.origin,code snippet injection
96,4,tx.origin,code snippet injection
105,4,tx.origin,code snippet injection
114,4,tx.origin,code snippet injection
123,4,tx.origin,code snippet injection
132,4,tx.origin,code snippet injection
141,4,tx.origin,code snippet injection
150,3,tx.origin,code snippet injection
160,3,tx.origin,code snippet injection
170,4,tx.origin,code snippet injection
180,3,tx.origin,code snippet injection
189,4,tx.origin,code snippet injection
197,4,tx.origin,code snippet injection
203,4,tx.origin,code snippet injection
208,4,tx.origin,code snippet injection
213,4,tx.origin,code snippet injection
223,4,tx.origin,code snippet injection
232,4,tx.origin,code snippet injection
245,4,tx.origin,code snippet injection
262,3,tx.origin,code snippet injection
274,4,tx.origin,code snippet injection
