loc,length,bug type,approach
270,9,Re-erntrancy,code snippet injection
104,7,Re-erntrancy,code snippet injection
331,8,Re-erntrancy,code snippet injection
315,10,Re-erntrancy,code snippet injection
285,10,Re-erntrancy,code snippet injection
225,8,Re-erntrancy,code snippet injection
189,5,Re-erntrancy,code snippet injection
172,8,Re-erntrancy,code snippet injection
158,6,Re-erntrancy,code snippet injection
135,8,Re-erntrancy,code snippet injection
120,8,Re-erntrancy,code snippet injection
260,8,Re-erntrancy,code snippet injection
251,8,Re-erntrancy,code snippet injection
210,8,Re-erntrancy,code snippet injection
95,7,Re-erntrancy,code snippet injection
