loc,length,bug type,approach
25,9,Re-erntrancy,code snippet injection
17,7,Re-erntrancy,code snippet injection
8,8,Re-erntrancy,code snippet injection
282,10,Re-erntrancy,code snippet injection
267,10,Re-erntrancy,code snippet injection
252,8,Re-erntrancy,code snippet injection
241,5,Re-erntrancy,code snippet injection
223,8,Re-erntrancy,code snippet injection
210,6,Re-erntrancy,code snippet injection
194,8,Re-erntrancy,code snippet injection
162,8,Re-erntrancy,code snippet injection
133,8,Re-erntrancy,code snippet injection
103,8,Re-erntrancy,code snippet injection
92,8,Re-erntrancy,code snippet injection
84,7,Re-erntrancy,code snippet injection
75,8,Re-erntrancy,code snippet injection
66,8,Re-erntrancy,code snippet injection
55,10,Re-erntrancy,code snippet injection
45,9,Re-erntrancy,code snippet injection
36,8,Re-erntrancy,code snippet injection
