loc,length,bug type,approach
256,9,Re-erntrancy,code snippet injection
241,7,Re-erntrancy,code snippet injection
223,8,Re-erntrancy,code snippet injection
189,10,Re-erntrancy,code snippet injection
175,10,Re-erntrancy,code snippet injection
163,8,Re-erntrancy,code snippet injection
130,5,Re-erntrancy,code snippet injection
121,8,Re-erntrancy,code snippet injection
114,6,Re-erntrancy,code snippet injection
105,8,Re-erntrancy,code snippet injection
95,8,Re-erntrancy,code snippet injection
86,8,Re-erntrancy,code snippet injection
76,8,Re-erntrancy,code snippet injection
67,8,Re-erntrancy,code snippet injection
59,7,Re-erntrancy,code snippet injection
49,8,Re-erntrancy,code snippet injection
40,8,Re-erntrancy,code snippet injection
29,10,Re-erntrancy,code snippet injection
