loc,length,bug type,approach
75,9,Re-erntrancy,code snippet injection
563,7,Re-erntrancy,code snippet injection
551,8,Re-erntrancy,code snippet injection
536,10,Re-erntrancy,code snippet injection
513,10,Re-erntrancy,code snippet injection
358,8,Re-erntrancy,code snippet injection
341,5,Re-erntrancy,code snippet injection
315,8,Re-erntrancy,code snippet injection
287,6,Re-erntrancy,code snippet injection
268,8,Re-erntrancy,code snippet injection
253,8,Re-erntrancy,code snippet injection
237,8,Re-erntrancy,code snippet injection
153,8,Re-erntrancy,code snippet injection
31,8,Re-erntrancy,code snippet injection
23,7,Re-erntrancy,code snippet injection
14,8,Re-erntrancy,code snippet injection
5,8,Re-erntrancy,code snippet injection
215,10,Re-erntrancy,code snippet injection
204,9,Re-erntrancy,code snippet injection
194,8,Re-erntrancy,code snippet injection
183,9,Re-erntrancy,code snippet injection
173,8,Re-erntrancy,code snippet injection
163,8,Re-erntrancy,code snippet injection
116,8,Re-erntrancy,code snippet injection
106,8,Re-erntrancy,code snippet injection
96,8,Re-erntrancy,code snippet injection
86,8,Re-erntrancy,code snippet injection
