loc,length,bug type,approach
360,9,Re-erntrancy,code snippet injection
534,7,Re-erntrancy,code snippet injection
521,8,Re-erntrancy,code snippet injection
505,10,Re-erntrancy,code snippet injection
486,10,Re-erntrancy,code snippet injection
473,8,Re-erntrancy,code snippet injection
439,5,Re-erntrancy,code snippet injection
417,8,Re-erntrancy,code snippet injection
404,6,Re-erntrancy,code snippet injection
391,8,Re-erntrancy,code snippet injection
378,8,Re-erntrancy,code snippet injection
249,8,Re-erntrancy,code snippet injection
231,8,Re-erntrancy,code snippet injection
219,8,Re-erntrancy,code snippet injection
208,7,Re-erntrancy,code snippet injection
186,8,Re-erntrancy,code snippet injection
167,8,Re-erntrancy,code snippet injection
152,10,Re-erntrancy,code snippet injection
61,9,Re-erntrancy,code snippet injection
52,8,Re-erntrancy,code snippet injection
42,9,Re-erntrancy,code snippet injection
31,8,Re-erntrancy,code snippet injection
22,8,Re-erntrancy,code snippet injection
13,8,Re-erntrancy,code snippet injection
344,8,Re-erntrancy,code snippet injection
333,8,Re-erntrancy,code snippet injection
324,8,Re-erntrancy,code snippet injection
314,6,Re-erntrancy,code snippet injection
304,8,Re-erntrancy,code snippet injection
293,9,Re-erntrancy,code snippet injection
284,6,Re-erntrancy,code snippet injection
274,7,Re-erntrancy,code snippet injection
261,8,Re-erntrancy,code snippet injection
130,8,Re-erntrancy,code snippet injection
120,8,Re-erntrancy,code snippet injection
113,5,Re-erntrancy,code snippet injection
103,9,Re-erntrancy,code snippet injection
94,7,Re-erntrancy,code snippet injection
85,8,Re-erntrancy,code snippet injection
76,8,Re-erntrancy,code snippet injection
