loc,length,bug type,approach
180,9,Re-erntrancy,code snippet injection
170,7,Re-erntrancy,code snippet injection
159,8,Re-erntrancy,code snippet injection
437,10,Re-erntrancy,code snippet injection
418,10,Re-erntrancy,code snippet injection
396,8,Re-erntrancy,code snippet injection
375,5,Re-erntrancy,code snippet injection
353,8,Re-erntrancy,code snippet injection
333,6,Re-erntrancy,code snippet injection
311,8,Re-erntrancy,code snippet injection
289,8,Re-erntrancy,code snippet injection
271,8,Re-erntrancy,code snippet injection
253,8,Re-erntrancy,code snippet injection
236,8,Re-erntrancy,code snippet injection
222,7,Re-erntrancy,code snippet injection
68,8,Re-erntrancy,code snippet injection
148,8,Re-erntrancy,code snippet injection
137,10,Re-erntrancy,code snippet injection
125,9,Re-erntrancy,code snippet injection
116,8,Re-erntrancy,code snippet injection
105,9,Re-erntrancy,code snippet injection
96,8,Re-erntrancy,code snippet injection
87,8,Re-erntrancy,code snippet injection
55,8,Re-erntrancy,code snippet injection
