loc,length,bug type,approach
141,9,Re-erntrancy,code snippet injection
96,7,Re-erntrancy,code snippet injection
87,8,Re-erntrancy,code snippet injection
428,10,Re-erntrancy,code snippet injection
410,10,Re-erntrancy,code snippet injection
394,8,Re-erntrancy,code snippet injection
376,5,Re-erntrancy,code snippet injection
359,8,Re-erntrancy,code snippet injection
335,6,Re-erntrancy,code snippet injection
312,8,Re-erntrancy,code snippet injection
291,8,Re-erntrancy,code snippet injection
275,8,Re-erntrancy,code snippet injection
259,8,Re-erntrancy,code snippet injection
185,8,Re-erntrancy,code snippet injection
172,7,Re-erntrancy,code snippet injection
155,8,Re-erntrancy,code snippet injection
109,8,Re-erntrancy,code snippet injection
76,10,Re-erntrancy,code snippet injection
66,9,Re-erntrancy,code snippet injection
57,8,Re-erntrancy,code snippet injection
47,9,Re-erntrancy,code snippet injection
38,8,Re-erntrancy,code snippet injection
29,8,Re-erntrancy,code snippet injection
236,8,Re-erntrancy,code snippet injection
224,8,Re-erntrancy,code snippet injection
215,8,Re-erntrancy,code snippet injection
206,8,Re-erntrancy,code snippet injection
199,6,Re-erntrancy,code snippet injection
131,8,Re-erntrancy,code snippet injection
121,9,Re-erntrancy,code snippet injection
