loc,length,bug type,approach
145,9,Re-erntrancy,code snippet injection
128,7,Re-erntrancy,code snippet injection
325,8,Re-erntrancy,code snippet injection
312,10,Re-erntrancy,code snippet injection
295,10,Re-erntrancy,code snippet injection
278,8,Re-erntrancy,code snippet injection
268,5,Re-erntrancy,code snippet injection
255,8,Re-erntrancy,code snippet injection
243,6,Re-erntrancy,code snippet injection
230,8,Re-erntrancy,code snippet injection
218,8,Re-erntrancy,code snippet injection
205,8,Re-erntrancy,code snippet injection
193,8,Re-erntrancy,code snippet injection
181,8,Re-erntrancy,code snippet injection
171,7,Re-erntrancy,code snippet injection
159,8,Re-erntrancy,code snippet injection
128,8,Re-erntrancy,code snippet injection
110,10,Re-erntrancy,code snippet injection
100,9,Re-erntrancy,code snippet injection
91,8,Re-erntrancy,code snippet injection
81,9,Re-erntrancy,code snippet injection
72,8,Re-erntrancy,code snippet injection
63,8,Re-erntrancy,code snippet injection
