loc,length,bug type,approach
171,10,Overflow-Underflow,code snippet injection
166,4,Overflow-Underflow,code snippet injection
29,4,Overflow-Underflow,code snippet injection
278,10,Overflow-Underflow,code snippet injection
268,4,Overflow-Underflow,code snippet injection
260,4,Overflow-Underflow,code snippet injection
251,4,Overflow-Underflow,code snippet injection
243,4,Overflow-Underflow,code snippet injection
235,4,Overflow-Underflow,code snippet injection
216,8,Overflow-Underflow,code snippet injection
200,8,Overflow-Underflow,code snippet injection
106,4,Overflow-Underflow,code snippet injection
101,4,Overflow-Underflow,code snippet injection
96,4,Overflow-Underflow,code snippet injection
51,8,Overflow-Underflow,code snippet injection
38,4,Overflow-Underflow,code snippet injection
188,4,Overflow-Underflow,code snippet injection
157,8,Overflow-Underflow,code snippet injection
152,4,Overflow-Underflow,code snippet injection
140,10,Overflow-Underflow,code snippet injection
129,10,Overflow-Underflow,code snippet injection
124,4,Overflow-Underflow,code snippet injection
113,10,Overflow-Underflow,code snippet injection
17,10,Overflow-Underflow,code snippet injection
8,8,Overflow-Underflow,code snippet injection
