loc,length,bug type,approach
997,10,Overflow-Underflow,code snippet injection
982,4,Overflow-Underflow,code snippet injection
941,4,Overflow-Underflow,code snippet injection
924,10,Overflow-Underflow,code snippet injection
869,4,Overflow-Underflow,code snippet injection
844,4,Overflow-Underflow,code snippet injection
819,4,Overflow-Underflow,code snippet injection
794,4,Overflow-Underflow,code snippet injection
785,4,Overflow-Underflow,code snippet injection
759,8,Overflow-Underflow,code snippet injection
741,8,Overflow-Underflow,code snippet injection
728,4,Overflow-Underflow,code snippet injection
715,4,Overflow-Underflow,code snippet injection
688,4,Overflow-Underflow,code snippet injection
659,8,Overflow-Underflow,code snippet injection
596,4,Overflow-Underflow,code snippet injection
583,4,Overflow-Underflow,code snippet injection
566,8,Overflow-Underflow,code snippet injection
553,4,Overflow-Underflow,code snippet injection
529,10,Overflow-Underflow,code snippet injection
487,10,Overflow-Underflow,code snippet injection
455,4,Overflow-Underflow,code snippet injection
432,10,Overflow-Underflow,code snippet injection
418,10,Overflow-Underflow,code snippet injection
400,8,Overflow-Underflow,code snippet injection
366,10,Overflow-Underflow,code snippet injection
352,4,Overflow-Underflow,code snippet injection
329,4,Overflow-Underflow,code snippet injection
320,8,Overflow-Underflow,code snippet injection
311,8,Overflow-Underflow,code snippet injection
300,10,Overflow-Underflow,code snippet injection
291,8,Overflow-Underflow,code snippet injection
285,4,Overflow-Underflow,code snippet injection
280,4,Overflow-Underflow,code snippet injection
269,10,Overflow-Underflow,code snippet injection
264,4,Overflow-Underflow,code snippet injection
259,4,Overflow-Underflow,code snippet injection
250,8,Overflow-Underflow,code snippet injection
239,10,Overflow-Underflow,code snippet injection
230,8,Overflow-Underflow,code snippet injection
