loc,length,bug type,approach
81,10,Overflow-Underflow,code snippet injection
76,4,Overflow-Underflow,code snippet injection
203,4,Overflow-Underflow,code snippet injection
189,10,Overflow-Underflow,code snippet injection
179,4,Overflow-Underflow,code snippet injection
171,4,Overflow-Underflow,code snippet injection
155,4,Overflow-Underflow,code snippet injection
143,4,Overflow-Underflow,code snippet injection
70,4,Overflow-Underflow,code snippet injection
57,8,Overflow-Underflow,code snippet injection
43,8,Overflow-Underflow,code snippet injection
32,4,Overflow-Underflow,code snippet injection
22,4,Overflow-Underflow,code snippet injection
130,4,Overflow-Underflow,code snippet injection
121,8,Overflow-Underflow,code snippet injection
116,4,Overflow-Underflow,code snippet injection
105,4,Overflow-Underflow,code snippet injection
96,8,Overflow-Underflow,code snippet injection
