loc,length,bug type,approach
177,10,Overflow-Underflow,code snippet injection
140,4,Overflow-Underflow,code snippet injection
135,4,Overflow-Underflow,code snippet injection
433,10,Overflow-Underflow,code snippet injection
421,4,Overflow-Underflow,code snippet injection
409,4,Overflow-Underflow,code snippet injection
392,4,Overflow-Underflow,code snippet injection
379,4,Overflow-Underflow,code snippet injection
357,4,Overflow-Underflow,code snippet injection
334,8,Overflow-Underflow,code snippet injection
313,8,Overflow-Underflow,code snippet injection
301,4,Overflow-Underflow,code snippet injection
289,4,Overflow-Underflow,code snippet injection
219,4,Overflow-Underflow,code snippet injection
205,8,Overflow-Underflow,code snippet injection
192,4,Overflow-Underflow,code snippet injection
155,4,Overflow-Underflow,code snippet injection
126,8,Overflow-Underflow,code snippet injection
121,4,Overflow-Underflow,code snippet injection
110,10,Overflow-Underflow,code snippet injection
99,10,Overflow-Underflow,code snippet injection
94,4,Overflow-Underflow,code snippet injection
83,10,Overflow-Underflow,code snippet injection
64,10,Overflow-Underflow,code snippet injection
52,8,Overflow-Underflow,code snippet injection
38,10,Overflow-Underflow,code snippet injection
30,4,Overflow-Underflow,code snippet injection
271,4,Overflow-Underflow,code snippet injection
260,8,Overflow-Underflow,code snippet injection
251,8,Overflow-Underflow,code snippet injection
240,10,Overflow-Underflow,code snippet injection
231,8,Overflow-Underflow,code snippet injection
171,4,Overflow-Underflow,code snippet injection
166,4,Overflow-Underflow,code snippet injection
