loc,length,bug type,approach
295,1,Timestamp-Dependency,code snippet injection
277,1,Timestamp-Dependency,code snippet injection
269,1,Timestamp-Dependency,code snippet injection
261,1,Timestamp-Dependency,code snippet injection
253,1,Timestamp-Dependency,code snippet injection
233,3,Timestamp-Dependency,code snippet injection
220,5,Timestamp-Dependency,code snippet injection
207,5,Timestamp-Dependency,code snippet injection
195,3,Timestamp-Dependency,code snippet injection
179,9,Timestamp-Dependency,code snippet injection
170,5,Timestamp-Dependency,code snippet injection
157,9,Timestamp-Dependency,code snippet injection
147,5,Timestamp-Dependency,code snippet injection
132,9,Timestamp-Dependency,code snippet injection
123,4,Timestamp-Dependency,code snippet injection
115,4,Timestamp-Dependency,code snippet injection
281,5,Timestamp-Dependency,code snippet injection
241,5,Timestamp-Dependency,code snippet injection
100,9,Timestamp-Dependency,code snippet injection
95,4,Timestamp-Dependency,code snippet injection
82,9,Timestamp-Dependency,code snippet injection
72,9,Timestamp-Dependency,code snippet injection
