loc,length,bug type,approach
293,1,Timestamp-Dependency,code snippet injection
100,1,Timestamp-Dependency,code snippet injection
96,1,Timestamp-Dependency,code snippet injection
92,1,Timestamp-Dependency,code snippet injection
13,1,Timestamp-Dependency,code snippet injection
391,3,Timestamp-Dependency,code snippet injection
377,5,Timestamp-Dependency,code snippet injection
366,5,Timestamp-Dependency,code snippet injection
355,3,Timestamp-Dependency,code snippet injection
338,9,Timestamp-Dependency,code snippet injection
323,5,Timestamp-Dependency,code snippet injection
302,9,Timestamp-Dependency,code snippet injection
256,5,Timestamp-Dependency,code snippet injection
229,9,Timestamp-Dependency,code snippet injection
206,4,Timestamp-Dependency,code snippet injection
187,4,Timestamp-Dependency,code snippet injection
166,5,Timestamp-Dependency,code snippet injection
148,5,Timestamp-Dependency,code snippet injection
118,9,Timestamp-Dependency,code snippet injection
51,4,Timestamp-Dependency,code snippet injection
24,9,Timestamp-Dependency,code snippet injection
281,9,Timestamp-Dependency,code snippet injection
275,4,Timestamp-Dependency,code snippet injection
269,5,Timestamp-Dependency,code snippet injection
86,3,Timestamp-Dependency,code snippet injection
82,3,Timestamp-Dependency,code snippet injection
74,5,Timestamp-Dependency,code snippet injection
69,3,Timestamp-Dependency,code snippet injection
65,3,Timestamp-Dependency,code snippet injection
60,4,Timestamp-Dependency,code snippet injection
8,3,Timestamp-Dependency,code snippet injection
