loc,length,bug type,approach
272,1,Timestamp-Dependency,code snippet injection
270,1,Timestamp-Dependency,code snippet injection
268,1,Timestamp-Dependency,code snippet injection
291,1,Timestamp-Dependency,code snippet injection
283,1,Timestamp-Dependency,code snippet injection
411,3,Timestamp-Dependency,code snippet injection
399,5,Timestamp-Dependency,code snippet injection
388,5,Timestamp-Dependency,code snippet injection
379,3,Timestamp-Dependency,code snippet injection
360,9,Timestamp-Dependency,code snippet injection
340,5,Timestamp-Dependency,code snippet injection
300,9,Timestamp-Dependency,code snippet injection
35,5,Timestamp-Dependency,code snippet injection
25,9,Timestamp-Dependency,code snippet injection
17,4,Timestamp-Dependency,code snippet injection
213,4,Timestamp-Dependency,code snippet injection
204,5,Timestamp-Dependency,code snippet injection
195,5,Timestamp-Dependency,code snippet injection
182,9,Timestamp-Dependency,code snippet injection
174,4,Timestamp-Dependency,code snippet injection
161,9,Timestamp-Dependency,code snippet injection
