loc,length,bug type,approach
232,1,Timestamp-Dependency,code snippet injection
230,1,Timestamp-Dependency,code snippet injection
228,1,Timestamp-Dependency,code snippet injection
35,1,Timestamp-Dependency,code snippet injection
33,1,Timestamp-Dependency,code snippet injection
29,3,Timestamp-Dependency,code snippet injection
23,5,Timestamp-Dependency,code snippet injection
304,5,Timestamp-Dependency,code snippet injection
291,3,Timestamp-Dependency,code snippet injection
268,9,Timestamp-Dependency,code snippet injection
253,5,Timestamp-Dependency,code snippet injection
239,9,Timestamp-Dependency,code snippet injection
208,5,Timestamp-Dependency,code snippet injection
193,9,Timestamp-Dependency,code snippet injection
183,4,Timestamp-Dependency,code snippet injection
172,4,Timestamp-Dependency,code snippet injection
160,5,Timestamp-Dependency,code snippet injection
150,5,Timestamp-Dependency,code snippet injection
136,9,Timestamp-Dependency,code snippet injection
127,4,Timestamp-Dependency,code snippet injection
113,9,Timestamp-Dependency,code snippet injection
99,9,Timestamp-Dependency,code snippet injection
90,4,Timestamp-Dependency,code snippet injection
62,5,Timestamp-Dependency,code snippet injection
54,3,Timestamp-Dependency,code snippet injection
46,3,Timestamp-Dependency,code snippet injection
221,5,Timestamp-Dependency,code snippet injection
217,3,Timestamp-Dependency,code snippet injection
18,3,Timestamp-Dependency,code snippet injection
13,4,Timestamp-Dependency,code snippet injection
9,3,Timestamp-Dependency,code snippet injection
