loc,length,bug type,approach
12,1,Timestamp-Dependency,code snippet injection
10,1,Timestamp-Dependency,code snippet injection
8,1,Timestamp-Dependency,code snippet injection
219,1,Timestamp-Dependency,code snippet injection
213,1,Timestamp-Dependency,code snippet injection
203,3,Timestamp-Dependency,code snippet injection
192,5,Timestamp-Dependency,code snippet injection
177,5,Timestamp-Dependency,code snippet injection
167,3,Timestamp-Dependency,code snippet injection
150,9,Timestamp-Dependency,code snippet injection
121,5,Timestamp-Dependency,code snippet injection
91,9,Timestamp-Dependency,code snippet injection
64,5,Timestamp-Dependency,code snippet injection
52,9,Timestamp-Dependency,code snippet injection
47,4,Timestamp-Dependency,code snippet injection
42,4,Timestamp-Dependency,code snippet injection
36,5,Timestamp-Dependency,code snippet injection
30,5,Timestamp-Dependency,code snippet injection
20,9,Timestamp-Dependency,code snippet injection
15,4,Timestamp-Dependency,code snippet injection
