loc,length,bug type,approach
218,3,Unhandled-Exceptions,code snippet injection
211,6,Unhandled-Exceptions,code snippet injection
205,5,Unhandled-Exceptions,code snippet injection
86,2,Unhandled-Exceptions,code snippet injection
42,6,Unhandled-Exceptions,code snippet injection
457,9,Unhandled-Exceptions,code snippet injection
438,9,Unhandled-Exceptions,code snippet injection
428,3,Unhandled-Exceptions,code snippet injection
417,3,Unhandled-Exceptions,code snippet injection
411,2,Unhandled-Exceptions,code snippet injection
352,9,Unhandled-Exceptions,code snippet injection
336,8,Unhandled-Exceptions,code snippet injection
318,3,Unhandled-Exceptions,code snippet injection
297,3,Unhandled-Exceptions,code snippet injection
284,5,Unhandled-Exceptions,code snippet injection
266,9,Unhandled-Exceptions,code snippet injection
257,5,Unhandled-Exceptions,code snippet injection
251,3,Unhandled-Exceptions,code snippet injection
240,9,Unhandled-Exceptions,code snippet injection
149,9,Unhandled-Exceptions,code snippet injection
137,3,Unhandled-Exceptions,code snippet injection
100,5,Unhandled-Exceptions,code snippet injection
69,3,Unhandled-Exceptions,code snippet injection
53,6,Unhandled-Exceptions,code snippet injection
396,2,Unhandled-Exceptions,code snippet injection
195,3,Unhandled-Exceptions,code snippet injection
191,3,Unhandled-Exceptions,code snippet injection
187,3,Unhandled-Exceptions,code snippet injection
181,5,Unhandled-Exceptions,code snippet injection
81,3,Unhandled-Exceptions,code snippet injection
32,8,Unhandled-Exceptions,code snippet injection
