loc,length,bug type,approach
358,3,Unhandled-Exceptions,code snippet injection
347,6,Unhandled-Exceptions,code snippet injection
337,5,Unhandled-Exceptions,code snippet injection
330,2,Unhandled-Exceptions,code snippet injection
319,6,Unhandled-Exceptions,code snippet injection
305,9,Unhandled-Exceptions,code snippet injection
291,9,Unhandled-Exceptions,code snippet injection
283,3,Unhandled-Exceptions,code snippet injection
275,3,Unhandled-Exceptions,code snippet injection
268,2,Unhandled-Exceptions,code snippet injection
254,9,Unhandled-Exceptions,code snippet injection
241,8,Unhandled-Exceptions,code snippet injection
233,3,Unhandled-Exceptions,code snippet injection
225,3,Unhandled-Exceptions,code snippet injection
215,5,Unhandled-Exceptions,code snippet injection
201,9,Unhandled-Exceptions,code snippet injection
191,5,Unhandled-Exceptions,code snippet injection
183,3,Unhandled-Exceptions,code snippet injection
169,9,Unhandled-Exceptions,code snippet injection
155,9,Unhandled-Exceptions,code snippet injection
142,3,Unhandled-Exceptions,code snippet injection
129,5,Unhandled-Exceptions,code snippet injection
114,3,Unhandled-Exceptions,code snippet injection
103,6,Unhandled-Exceptions,code snippet injection
96,2,Unhandled-Exceptions,code snippet injection
88,3,Unhandled-Exceptions,code snippet injection
69,3,Unhandled-Exceptions,code snippet injection
58,3,Unhandled-Exceptions,code snippet injection
