loc,length,bug type,approach
64,3,Unhandled-Exceptions,code snippet injection
56,6,Unhandled-Exceptions,code snippet injection
300,5,Unhandled-Exceptions,code snippet injection
293,2,Unhandled-Exceptions,code snippet injection
269,6,Unhandled-Exceptions,code snippet injection
241,9,Unhandled-Exceptions,code snippet injection
222,9,Unhandled-Exceptions,code snippet injection
214,3,Unhandled-Exceptions,code snippet injection
206,3,Unhandled-Exceptions,code snippet injection
195,2,Unhandled-Exceptions,code snippet injection
180,9,Unhandled-Exceptions,code snippet injection
166,8,Unhandled-Exceptions,code snippet injection
158,3,Unhandled-Exceptions,code snippet injection
150,3,Unhandled-Exceptions,code snippet injection
140,5,Unhandled-Exceptions,code snippet injection
124,9,Unhandled-Exceptions,code snippet injection
114,5,Unhandled-Exceptions,code snippet injection
104,3,Unhandled-Exceptions,code snippet injection
83,9,Unhandled-Exceptions,code snippet injection
45,9,Unhandled-Exceptions,code snippet injection
40,3,Unhandled-Exceptions,code snippet injection
27,5,Unhandled-Exceptions,code snippet injection
22,3,Unhandled-Exceptions,code snippet injection
14,6,Unhandled-Exceptions,code snippet injection
10,2,Unhandled-Exceptions,code snippet injection
