loc,length,bug type,approach
340,3,Unhandled-Exceptions,code snippet injection
328,6,Unhandled-Exceptions,code snippet injection
315,5,Unhandled-Exceptions,code snippet injection
309,2,Unhandled-Exceptions,code snippet injection
297,6,Unhandled-Exceptions,code snippet injection
281,9,Unhandled-Exceptions,code snippet injection
265,9,Unhandled-Exceptions,code snippet injection
241,3,Unhandled-Exceptions,code snippet injection
231,3,Unhandled-Exceptions,code snippet injection
223,2,Unhandled-Exceptions,code snippet injection
197,9,Unhandled-Exceptions,code snippet injection
183,8,Unhandled-Exceptions,code snippet injection
176,3,Unhandled-Exceptions,code snippet injection
169,3,Unhandled-Exceptions,code snippet injection
160,5,Unhandled-Exceptions,code snippet injection
103,9,Unhandled-Exceptions,code snippet injection
94,5,Unhandled-Exceptions,code snippet injection
87,3,Unhandled-Exceptions,code snippet injection
74,9,Unhandled-Exceptions,code snippet injection
146,9,Unhandled-Exceptions,code snippet injection
142,3,Unhandled-Exceptions,code snippet injection
136,5,Unhandled-Exceptions,code snippet injection
132,3,Unhandled-Exceptions,code snippet injection
125,6,Unhandled-Exceptions,code snippet injection
121,2,Unhandled-Exceptions,code snippet injection
117,3,Unhandled-Exceptions,code snippet injection
64,3,Unhandled-Exceptions,code snippet injection
60,3,Unhandled-Exceptions,code snippet injection
54,5,Unhandled-Exceptions,code snippet injection
