loc,length,bug type,approach
134,3,Unhandled-Exceptions,code snippet injection
126,6,Unhandled-Exceptions,code snippet injection
119,5,Unhandled-Exceptions,code snippet injection
354,2,Unhandled-Exceptions,code snippet injection
344,6,Unhandled-Exceptions,code snippet injection
327,9,Unhandled-Exceptions,code snippet injection
310,9,Unhandled-Exceptions,code snippet injection
297,3,Unhandled-Exceptions,code snippet injection
286,3,Unhandled-Exceptions,code snippet injection
208,2,Unhandled-Exceptions,code snippet injection
190,9,Unhandled-Exceptions,code snippet injection
175,8,Unhandled-Exceptions,code snippet injection
165,3,Unhandled-Exceptions,code snippet injection
157,3,Unhandled-Exceptions,code snippet injection
145,5,Unhandled-Exceptions,code snippet injection
71,9,Unhandled-Exceptions,code snippet injection
57,5,Unhandled-Exceptions,code snippet injection
263,3,Unhandled-Exceptions,code snippet injection
245,9,Unhandled-Exceptions,code snippet injection
235,9,Unhandled-Exceptions,code snippet injection
230,3,Unhandled-Exceptions,code snippet injection
224,5,Unhandled-Exceptions,code snippet injection
220,3,Unhandled-Exceptions,code snippet injection
111,6,Unhandled-Exceptions,code snippet injection
108,2,Unhandled-Exceptions,code snippet injection
103,3,Unhandled-Exceptions,code snippet injection
99,3,Unhandled-Exceptions,code snippet injection
95,3,Unhandled-Exceptions,code snippet injection
89,5,Unhandled-Exceptions,code snippet injection
49,3,Unhandled-Exceptions,code snippet injection
