loc,length,bug type,approach
63,3,Unhandled+AC0-Exceptions,code snippet injection
67,5,Unhandled+AC0-Exceptions,code snippet injection
73,3,Unhandled+AC0-Exceptions,code snippet injection
77,9,Unhandled+AC0-Exceptions,code snippet injection
87,9,Unhandled+AC0-Exceptions,code snippet injection
97,3,Unhandled+AC0-Exceptions,code snippet injection
108,5,Unhandled+AC0-Exceptions,code snippet injection
113,6,Unhandled+AC0-Exceptions,code snippet injection
121,3,Unhandled+AC0-Exceptions,code snippet injection
129,9,Unhandled+AC0-Exceptions,code snippet injection
142,5,Unhandled+AC0-Exceptions,code snippet injection
150,3,Unhandled+AC0-Exceptions,code snippet injection
157,3,Unhandled+AC0-Exceptions,code snippet injection
164,8,Unhandled+AC0-Exceptions,code snippet injection
177,9,Unhandled+AC0-Exceptions,code snippet injection
190,2,Unhandled+AC0-Exceptions,code snippet injection
197,3,Unhandled+AC0-Exceptions,code snippet injection
206,3,Unhandled+AC0-Exceptions,code snippet injection
214,9,Unhandled+AC0-Exceptions,code snippet injection
228,9,Unhandled+AC0-Exceptions,code snippet injection
246,6,Unhandled+AC0-Exceptions,code snippet injection
259,2,Unhandled+AC0-Exceptions,code snippet injection
264,5,Unhandled+AC0-Exceptions,code snippet injection
