loc,length,bug type,approach
305,3,Unhandled-Exceptions,code snippet injection
282,6,Unhandled-Exceptions,code snippet injection
270,5,Unhandled-Exceptions,code snippet injection
261,2,Unhandled-Exceptions,code snippet injection
248,6,Unhandled-Exceptions,code snippet injection
224,9,Unhandled-Exceptions,code snippet injection
207,9,Unhandled-Exceptions,code snippet injection
196,3,Unhandled-Exceptions,code snippet injection
184,3,Unhandled-Exceptions,code snippet injection
175,2,Unhandled-Exceptions,code snippet injection
162,9,Unhandled-Exceptions,code snippet injection
150,8,Unhandled-Exceptions,code snippet injection
142,3,Unhandled-Exceptions,code snippet injection
133,3,Unhandled-Exceptions,code snippet injection
123,5,Unhandled-Exceptions,code snippet injection
110,9,Unhandled-Exceptions,code snippet injection
291,5,Unhandled-Exceptions,code snippet injection
238,3,Unhandled-Exceptions,code snippet injection
95,9,Unhandled-Exceptions,code snippet injection
85,9,Unhandled-Exceptions,code snippet injection
78,3,Unhandled-Exceptions,code snippet injection
72,5,Unhandled-Exceptions,code snippet injection
