loc,length,bug type,approach
57,3,Unhandled-Exceptions,code snippet injection
50,6,Unhandled-Exceptions,code snippet injection
43,5,Unhandled-Exceptions,code snippet injection
40,2,Unhandled-Exceptions,code snippet injection
33,6,Unhandled-Exceptions,code snippet injection
23,9,Unhandled-Exceptions,code snippet injection
13,9,Unhandled-Exceptions,code snippet injection
9,3,Unhandled-Exceptions,code snippet injection
295,3,Unhandled-Exceptions,code snippet injection
289,2,Unhandled-Exceptions,code snippet injection
273,9,Unhandled-Exceptions,code snippet injection
261,8,Unhandled-Exceptions,code snippet injection
233,3,Unhandled-Exceptions,code snippet injection
221,3,Unhandled-Exceptions,code snippet injection
207,5,Unhandled-Exceptions,code snippet injection
192,9,Unhandled-Exceptions,code snippet injection
180,5,Unhandled-Exceptions,code snippet injection
171,3,Unhandled-Exceptions,code snippet injection
127,9,Unhandled-Exceptions,code snippet injection
117,9,Unhandled-Exceptions,code snippet injection
112,3,Unhandled-Exceptions,code snippet injection
106,5,Unhandled-Exceptions,code snippet injection
102,3,Unhandled-Exceptions,code snippet injection
94,6,Unhandled-Exceptions,code snippet injection
90,2,Unhandled-Exceptions,code snippet injection
85,3,Unhandled-Exceptions,code snippet injection
81,3,Unhandled-Exceptions,code snippet injection
77,3,Unhandled-Exceptions,code snippet injection
