loc,length,bug type,approach
160,3,Unhandled-Exceptions,code snippet injection
128,6,Unhandled-Exceptions,code snippet injection
120,5,Unhandled-Exceptions,code snippet injection
458,2,Unhandled-Exceptions,code snippet injection
445,6,Unhandled-Exceptions,code snippet injection
432,9,Unhandled-Exceptions,code snippet injection
410,9,Unhandled-Exceptions,code snippet injection
402,3,Unhandled-Exceptions,code snippet injection
396,3,Unhandled-Exceptions,code snippet injection
390,2,Unhandled-Exceptions,code snippet injection
377,9,Unhandled-Exceptions,code snippet injection
364,8,Unhandled-Exceptions,code snippet injection
357,3,Unhandled-Exceptions,code snippet injection
350,3,Unhandled-Exceptions,code snippet injection
340,5,Unhandled-Exceptions,code snippet injection
325,9,Unhandled-Exceptions,code snippet injection
275,5,Unhandled-Exceptions,code snippet injection
253,3,Unhandled-Exceptions,code snippet injection
240,9,Unhandled-Exceptions,code snippet injection
204,9,Unhandled-Exceptions,code snippet injection
160,3,Unhandled-Exceptions,code snippet injection
154,5,Unhandled-Exceptions,code snippet injection
150,3,Unhandled-Exceptions,code snippet injection
140,6,Unhandled-Exceptions,code snippet injection
120,2,Unhandled-Exceptions,code snippet injection
116,3,Unhandled-Exceptions,code snippet injection
112,3,Unhandled-Exceptions,code snippet injection
108,3,Unhandled-Exceptions,code snippet injection
102,5,Unhandled-Exceptions,code snippet injection
98,3,Unhandled-Exceptions,code snippet injection
310,8,Unhandled-Exceptions,code snippet injection
305,3,Unhandled-Exceptions,code snippet injection
297,3,Unhandled-Exceptions,code snippet injection
293,3,Unhandled-Exceptions,code snippet injection
289,3,Unhandled-Exceptions,code snippet injection
263,5,Unhandled-Exceptions,code snippet injection
174,3,Unhandled-Exceptions,code snippet injection
