loc,length,bug type,approach
281,3,Unhandled-Exceptions,code snippet injection
274,6,Unhandled-Exceptions,code snippet injection
268,5,Unhandled-Exceptions,code snippet injection
416,2,Unhandled-Exceptions,code snippet injection
403,6,Unhandled-Exceptions,code snippet injection
388,9,Unhandled-Exceptions,code snippet injection
373,9,Unhandled-Exceptions,code snippet injection
360,3,Unhandled-Exceptions,code snippet injection
342,3,Unhandled-Exceptions,code snippet injection
309,2,Unhandled-Exceptions,code snippet injection
33,9,Unhandled-Exceptions,code snippet injection
24,8,Unhandled-Exceptions,code snippet injection
17,3,Unhandled-Exceptions,code snippet injection
214,3,Unhandled-Exceptions,code snippet injection
205,5,Unhandled-Exceptions,code snippet injection
192,9,Unhandled-Exceptions,code snippet injection
183,5,Unhandled-Exceptions,code snippet injection
176,3,Unhandled-Exceptions,code snippet injection
163,9,Unhandled-Exceptions,code snippet injection
