loc,length,bug type,approach
193,8,Re-erntrancy,code snippet injection
185,7,Re-erntrancy,code snippet injection
26,8,Re-erntrancy,code snippet injection
318,9,Re-erntrancy,code snippet injection
303,9,Re-erntrancy,code snippet injection
291,8,Re-erntrancy,code snippet injection
281,5,Re-erntrancy,code snippet injection
269,8,Re-erntrancy,code snippet injection
260,5,Re-erntrancy,code snippet injection
241,8,Re-erntrancy,code snippet injection
224,8,Re-erntrancy,code snippet injection
118,8,Re-erntrancy,code snippet injection
109,8,Re-erntrancy,code snippet injection
100,8,Re-erntrancy,code snippet injection
56,7,Re-erntrancy,code snippet injection
39,8,Re-erntrancy,code snippet injection
208,8,Re-erntrancy,code snippet injection
175,9,Re-erntrancy,code snippet injection
165,9,Re-erntrancy,code snippet injection
155,8,Re-erntrancy,code snippet injection
146,8,Re-erntrancy,code snippet injection
138,7,Re-erntrancy,code snippet injection
129,8,Re-erntrancy,code snippet injection
17,7,Re-erntrancy,code snippet injection
8,8,Re-erntrancy,code snippet injection
