loc,length,bug type,approach
161,8,Re-erntrancy,code snippet injection
110,7,Re-erntrancy,code snippet injection
101,8,Re-erntrancy,code snippet injection
464,9,Re-erntrancy,code snippet injection
447,9,Re-erntrancy,code snippet injection
426,8,Re-erntrancy,code snippet injection
412,5,Re-erntrancy,code snippet injection
386,8,Re-erntrancy,code snippet injection
366,5,Re-erntrancy,code snippet injection
347,8,Re-erntrancy,code snippet injection
332,8,Re-erntrancy,code snippet injection
311,8,Re-erntrancy,code snippet injection
295,8,Re-erntrancy,code snippet injection
279,8,Re-erntrancy,code snippet injection
205,7,Re-erntrancy,code snippet injection
191,8,Re-erntrancy,code snippet injection
174,8,Re-erntrancy,code snippet injection
128,9,Re-erntrancy,code snippet injection
91,9,Re-erntrancy,code snippet injection
82,8,Re-erntrancy,code snippet injection
73,8,Re-erntrancy,code snippet injection
65,7,Re-erntrancy,code snippet injection
56,8,Re-erntrancy,code snippet injection
48,7,Re-erntrancy,code snippet injection
257,8,Re-erntrancy,code snippet injection
246,8,Re-erntrancy,code snippet injection
237,8,Re-erntrancy,code snippet injection
231,5,Re-erntrancy,code snippet injection
222,8,Re-erntrancy,code snippet injection
150,9,Re-erntrancy,code snippet injection
144,5,Re-erntrancy,code snippet injection
