loc,length,bug type,approach
352,8,Re-erntrancy,code snippet injection
325,7,Re-erntrancy,code snippet injection
310,8,Re-erntrancy,code snippet injection
294,9,Re-erntrancy,code snippet injection
278,9,Re-erntrancy,code snippet injection
249,8,Re-erntrancy,code snippet injection
236,5,Re-erntrancy,code snippet injection
220,8,Re-erntrancy,code snippet injection
206,5,Re-erntrancy,code snippet injection
191,8,Re-erntrancy,code snippet injection
179,8,Re-erntrancy,code snippet injection
167,8,Re-erntrancy,code snippet injection
154,8,Re-erntrancy,code snippet injection
140,8,Re-erntrancy,code snippet injection
128,7,Re-erntrancy,code snippet injection
116,8,Re-erntrancy,code snippet injection
335,8,Re-erntrancy,code snippet injection
262,9,Re-erntrancy,code snippet injection
101,9,Re-erntrancy,code snippet injection
92,8,Re-erntrancy,code snippet injection
80,8,Re-erntrancy,code snippet injection
72,7,Re-erntrancy,code snippet injection
