loc,length,bug type,approach
252,8,Re-erntrancy,code snippet injection
237,7,Re-erntrancy,code snippet injection
219,8,Re-erntrancy,code snippet injection
186,9,Re-erntrancy,code snippet injection
173,9,Re-erntrancy,code snippet injection
161,8,Re-erntrancy,code snippet injection
128,5,Re-erntrancy,code snippet injection
119,8,Re-erntrancy,code snippet injection
113,5,Re-erntrancy,code snippet injection
104,8,Re-erntrancy,code snippet injection
94,8,Re-erntrancy,code snippet injection
85,8,Re-erntrancy,code snippet injection
75,8,Re-erntrancy,code snippet injection
66,8,Re-erntrancy,code snippet injection
58,7,Re-erntrancy,code snippet injection
48,8,Re-erntrancy,code snippet injection
39,8,Re-erntrancy,code snippet injection
29,9,Re-erntrancy,code snippet injection
