loc,length,bug type,approach
372,8,Re-erntrancy,code snippet injection
153,7,Re-erntrancy,code snippet injection
142,8,Re-erntrancy,code snippet injection
130,9,Re-erntrancy,code snippet injection
15,9,Re-erntrancy,code snippet injection
483,8,Re-erntrancy,code snippet injection
469,5,Re-erntrancy,code snippet injection
455,8,Re-erntrancy,code snippet injection
442,5,Re-erntrancy,code snippet injection
426,8,Re-erntrancy,code snippet injection
408,8,Re-erntrancy,code snippet injection
388,8,Re-erntrancy,code snippet injection
328,8,Re-erntrancy,code snippet injection
302,8,Re-erntrancy,code snippet injection
276,7,Re-erntrancy,code snippet injection
253,8,Re-erntrancy,code snippet injection
229,8,Re-erntrancy,code snippet injection
207,9,Re-erntrancy,code snippet injection
177,9,Re-erntrancy,code snippet injection
60,8,Re-erntrancy,code snippet injection
34,8,Re-erntrancy,code snippet injection
362,7,Re-erntrancy,code snippet injection
352,8,Re-erntrancy,code snippet injection
344,7,Re-erntrancy,code snippet injection
119,8,Re-erntrancy,code snippet injection
110,8,Re-erntrancy,code snippet injection
99,8,Re-erntrancy,code snippet injection
92,5,Re-erntrancy,code snippet injection
83,8,Re-erntrancy,code snippet injection
73,9,Re-erntrancy,code snippet injection
8,5,Re-erntrancy,code snippet injection
