loc,length,bug type,approach
429,8,Re-erntrancy,code snippet injection
417,7,Re-erntrancy,code snippet injection
404,8,Re-erntrancy,code snippet injection
390,9,Re-erntrancy,code snippet injection
376,9,Re-erntrancy,code snippet injection
363,8,Re-erntrancy,code snippet injection
353,5,Re-erntrancy,code snippet injection
340,8,Re-erntrancy,code snippet injection
330,5,Re-erntrancy,code snippet injection
317,8,Re-erntrancy,code snippet injection
304,8,Re-erntrancy,code snippet injection
291,8,Re-erntrancy,code snippet injection
278,8,Re-erntrancy,code snippet injection
265,8,Re-erntrancy,code snippet injection
253,7,Re-erntrancy,code snippet injection
240,8,Re-erntrancy,code snippet injection
227,8,Re-erntrancy,code snippet injection
213,9,Re-erntrancy,code snippet injection
199,9,Re-erntrancy,code snippet injection
186,8,Re-erntrancy,code snippet injection
168,8,Re-erntrancy,code snippet injection
153,7,Re-erntrancy,code snippet injection
133,8,Re-erntrancy,code snippet injection
121,7,Re-erntrancy,code snippet injection
108,8,Re-erntrancy,code snippet injection
95,8,Re-erntrancy,code snippet injection
71,8,Re-erntrancy,code snippet injection
58,5,Re-erntrancy,code snippet injection
