loc,length,bug type,approach
316,8,Re-erntrancy,code snippet injection
308,7,Re-erntrancy,code snippet injection
299,8,Re-erntrancy,code snippet injection
289,9,Re-erntrancy,code snippet injection
279,9,Re-erntrancy,code snippet injection
270,8,Re-erntrancy,code snippet injection
156,5,Re-erntrancy,code snippet injection
595,8,Re-erntrancy,code snippet injection
571,5,Re-erntrancy,code snippet injection
554,8,Re-erntrancy,code snippet injection
521,8,Re-erntrancy,code snippet injection
507,8,Re-erntrancy,code snippet injection
495,8,Re-erntrancy,code snippet injection
478,8,Re-erntrancy,code snippet injection
463,7,Re-erntrancy,code snippet injection
447,8,Re-erntrancy,code snippet injection
434,8,Re-erntrancy,code snippet injection
413,9,Re-erntrancy,code snippet injection
399,9,Re-erntrancy,code snippet injection
386,8,Re-erntrancy,code snippet injection
367,8,Re-erntrancy,code snippet injection
351,7,Re-erntrancy,code snippet injection
331,8,Re-erntrancy,code snippet injection
200,7,Re-erntrancy,code snippet injection
184,8,Re-erntrancy,code snippet injection
166,8,Re-erntrancy,code snippet injection
260,8,Re-erntrancy,code snippet injection
254,5,Re-erntrancy,code snippet injection
245,8,Re-erntrancy,code snippet injection
234,9,Re-erntrancy,code snippet injection
228,5,Re-erntrancy,code snippet injection
220,7,Re-erntrancy,code snippet injection
145,8,Re-erntrancy,code snippet injection
136,8,Re-erntrancy,code snippet injection
