loc,length,bug type,approach
414,8,Re-erntrancy,code snippet injection
401,7,Re-erntrancy,code snippet injection
385,8,Re-erntrancy,code snippet injection
372,9,Re-erntrancy,code snippet injection
357,9,Re-erntrancy,code snippet injection
342,8,Re-erntrancy,code snippet injection
330,5,Re-erntrancy,code snippet injection
301,8,Re-erntrancy,code snippet injection
289,5,Re-erntrancy,code snippet injection
275,8,Re-erntrancy,code snippet injection
250,8,Re-erntrancy,code snippet injection
236,8,Re-erntrancy,code snippet injection
224,8,Re-erntrancy,code snippet injection
212,8,Re-erntrancy,code snippet injection
201,7,Re-erntrancy,code snippet injection
122,8,Re-erntrancy,code snippet injection
110,8,Re-erntrancy,code snippet injection
97,9,Re-erntrancy,code snippet injection
84,9,Re-erntrancy,code snippet injection
188,8,Re-erntrancy,code snippet injection
179,8,Re-erntrancy,code snippet injection
171,7,Re-erntrancy,code snippet injection
162,8,Re-erntrancy,code snippet injection
154,7,Re-erntrancy,code snippet injection
144,8,Re-erntrancy,code snippet injection
135,8,Re-erntrancy,code snippet injection
69,8,Re-erntrancy,code snippet injection
63,5,Re-erntrancy,code snippet injection
54,8,Re-erntrancy,code snippet injection
