loc,length,bug type,approach
402,8,Re-erntrancy,code snippet injection
389,7,Re-erntrancy,code snippet injection
16,8,Re-erntrancy,code snippet injection
713,9,Re-erntrancy,code snippet injection
693,9,Re-erntrancy,code snippet injection
664,8,Re-erntrancy,code snippet injection
622,5,Re-erntrancy,code snippet injection
595,8,Re-erntrancy,code snippet injection
573,5,Re-erntrancy,code snippet injection
547,8,Re-erntrancy,code snippet injection
527,8,Re-erntrancy,code snippet injection
511,8,Re-erntrancy,code snippet injection
496,8,Re-erntrancy,code snippet injection
475,8,Re-erntrancy,code snippet injection
463,7,Re-erntrancy,code snippet injection
448,8,Re-erntrancy,code snippet injection
431,8,Re-erntrancy,code snippet injection
368,9,Re-erntrancy,code snippet injection
343,9,Re-erntrancy,code snippet injection
327,8,Re-erntrancy,code snippet injection
311,8,Re-erntrancy,code snippet injection
274,7,Re-erntrancy,code snippet injection
256,8,Re-erntrancy,code snippet injection
46,7,Re-erntrancy,code snippet injection
29,8,Re-erntrancy,code snippet injection
232,8,Re-erntrancy,code snippet injection
223,8,Re-erntrancy,code snippet injection
217,5,Re-erntrancy,code snippet injection
207,8,Re-erntrancy,code snippet injection
197,9,Re-erntrancy,code snippet injection
191,5,Re-erntrancy,code snippet injection
181,7,Re-erntrancy,code snippet injection
172,8,Re-erntrancy,code snippet injection
162,8,Re-erntrancy,code snippet injection
152,8,Re-erntrancy,code snippet injection
9,5,Re-erntrancy,code snippet injection
