loc,length,bug type,approach
193,8,Re-erntrancy,code snippet injection
185,7,Re-erntrancy,code snippet injection
26,8,Re-erntrancy,code snippet injection
317,9,Re-erntrancy,code snippet injection
302,9,Re-erntrancy,code snippet injection
290,8,Re-erntrancy,code snippet injection
280,5,Re-erntrancy,code snippet injection
268,8,Re-erntrancy,code snippet injection
259,5,Re-erntrancy,code snippet injection
240,8,Re-erntrancy,code snippet injection
224,8,Re-erntrancy,code snippet injection
118,8,Re-erntrancy,code snippet injection
109,8,Re-erntrancy,code snippet injection
100,8,Re-erntrancy,code snippet injection
56,7,Re-erntrancy,code snippet injection
39,8,Re-erntrancy,code snippet injection
208,8,Re-erntrancy,code snippet injection
175,9,Re-erntrancy,code snippet injection
165,9,Re-erntrancy,code snippet injection
155,8,Re-erntrancy,code snippet injection
146,8,Re-erntrancy,code snippet injection
138,7,Re-erntrancy,code snippet injection
129,8,Re-erntrancy,code snippet injection
17,7,Re-erntrancy,code snippet injection
8,8,Re-erntrancy,code snippet injection
