loc,length,bug type,approach
344,8,Re-erntrancy,code snippet injection
336,7,Re-erntrancy,code snippet injection
327,8,Re-erntrancy,code snippet injection
317,9,Re-erntrancy,code snippet injection
307,9,Re-erntrancy,code snippet injection
298,8,Re-erntrancy,code snippet injection
57,5,Re-erntrancy,code snippet injection
48,8,Re-erntrancy,code snippet injection
655,5,Re-erntrancy,code snippet injection
593,8,Re-erntrancy,code snippet injection
558,8,Re-erntrancy,code snippet injection
524,8,Re-erntrancy,code snippet injection
494,8,Re-erntrancy,code snippet injection
449,8,Re-erntrancy,code snippet injection
417,7,Re-erntrancy,code snippet injection
393,8,Re-erntrancy,code snippet injection
148,8,Re-erntrancy,code snippet injection
138,9,Re-erntrancy,code snippet injection
128,9,Re-erntrancy,code snippet injection
119,8,Re-erntrancy,code snippet injection
110,8,Re-erntrancy,code snippet injection
102,7,Re-erntrancy,code snippet injection
93,8,Re-erntrancy,code snippet injection
81,7,Re-erntrancy,code snippet injection
69,8,Re-erntrancy,code snippet injection
36,8,Re-erntrancy,code snippet injection
19,8,Re-erntrancy,code snippet injection
291,5,Re-erntrancy,code snippet injection
281,8,Re-erntrancy,code snippet injection
271,9,Re-erntrancy,code snippet injection
265,5,Re-erntrancy,code snippet injection
257,7,Re-erntrancy,code snippet injection
248,8,Re-erntrancy,code snippet injection
239,8,Re-erntrancy,code snippet injection
230,8,Re-erntrancy,code snippet injection
9,5,Re-erntrancy,code snippet injection
