loc,length,bug type,approach
198,8,Re-erntrancy,code snippet injection
146,7,Re-erntrancy,code snippet injection
137,8,Re-erntrancy,code snippet injection
478,9,Re-erntrancy,code snippet injection
461,9,Re-erntrancy,code snippet injection
445,8,Re-erntrancy,code snippet injection
427,5,Re-erntrancy,code snippet injection
410,8,Re-erntrancy,code snippet injection
387,5,Re-erntrancy,code snippet injection
364,8,Re-erntrancy,code snippet injection
343,8,Re-erntrancy,code snippet injection
327,8,Re-erntrancy,code snippet injection
311,8,Re-erntrancy,code snippet injection
241,8,Re-erntrancy,code snippet injection
228,7,Re-erntrancy,code snippet injection
211,8,Re-erntrancy,code snippet injection
164,8,Re-erntrancy,code snippet injection
127,9,Re-erntrancy,code snippet injection
117,9,Re-erntrancy,code snippet injection
108,8,Re-erntrancy,code snippet injection
99,8,Re-erntrancy,code snippet injection
91,7,Re-erntrancy,code snippet injection
82,8,Re-erntrancy,code snippet injection
66,7,Re-erntrancy,code snippet injection
54,8,Re-erntrancy,code snippet injection
42,8,Re-erntrancy,code snippet injection
30,8,Re-erntrancy,code snippet injection
292,5,Re-erntrancy,code snippet injection
281,8,Re-erntrancy,code snippet injection
271,9,Re-erntrancy,code snippet injection
265,5,Re-erntrancy,code snippet injection
257,7,Re-erntrancy,code snippet injection
188,8,Re-erntrancy,code snippet injection
179,8,Re-erntrancy,code snippet injection
