loc,length,bug type,approach
390,10,Overflow-Underflow,code snippet injection
380,4,Overflow-Underflow,code snippet injection
15,4,Overflow-Underflow,code snippet injection
669,10,Overflow-Underflow,code snippet injection
654,4,Overflow-Underflow,code snippet injection
629,4,Overflow-Underflow,code snippet injection
588,4,Overflow-Underflow,code snippet injection
565,4,Overflow-Underflow,code snippet injection
544,4,Overflow-Underflow,code snippet injection
518,8,Overflow-Underflow,code snippet injection
498,8,Overflow-Underflow,code snippet injection
486,4,Overflow-Underflow,code snippet injection
475,4,Overflow-Underflow,code snippet injection
458,4,Overflow-Underflow,code snippet injection
445,8,Overflow-Underflow,code snippet injection
434,4,Overflow-Underflow,code snippet injection
421,4,Overflow-Underflow,code snippet injection
360,8,Overflow-Underflow,code snippet injection
340,4,Overflow-Underflow,code snippet injection
322,10,Overflow-Underflow,code snippet injection
304,10,Overflow-Underflow,code snippet injection
270,4,Overflow-Underflow,code snippet injection
250,10,Overflow-Underflow,code snippet injection
41,10,Overflow-Underflow,code snippet injection
24,8,Overflow-Underflow,code snippet injection
224,10,Overflow-Underflow,code snippet injection
219,4,Overflow-Underflow,code snippet injection
214,4,Overflow-Underflow,code snippet injection
204,8,Overflow-Underflow,code snippet injection
195,8,Overflow-Underflow,code snippet injection
184,10,Overflow-Underflow,code snippet injection
173,8,Overflow-Underflow,code snippet injection
168,4,Overflow-Underflow,code snippet injection
162,4,Overflow-Underflow,code snippet injection
150,10,Overflow-Underflow,code snippet injection
9,4,Overflow-Underflow,code snippet injection
