loc,length,bug type,approach
295,10,Overflow-Underflow,code snippet injection
153,4,Overflow-Underflow,code snippet injection
120,4,Overflow-Underflow,code snippet injection
105,10,Overflow-Underflow,code snippet injection
665,4,Overflow-Underflow,code snippet injection
653,4,Overflow-Underflow,code snippet injection
641,4,Overflow-Underflow,code snippet injection
624,4,Overflow-Underflow,code snippet injection
611,4,Overflow-Underflow,code snippet injection
581,8,Overflow-Underflow,code snippet injection
558,8,Overflow-Underflow,code snippet injection
531,4,Overflow-Underflow,code snippet injection
519,4,Overflow-Underflow,code snippet injection
507,4,Overflow-Underflow,code snippet injection
492,8,Overflow-Underflow,code snippet injection
482,4,Overflow-Underflow,code snippet injection
470,4,Overflow-Underflow,code snippet injection
458,8,Overflow-Underflow,code snippet injection
449,4,Overflow-Underflow,code snippet injection
434,10,Overflow-Underflow,code snippet injection
392,10,Overflow-Underflow,code snippet injection
367,4,Overflow-Underflow,code snippet injection
332,10,Overflow-Underflow,code snippet injection
196,10,Overflow-Underflow,code snippet injection
181,8,Overflow-Underflow,code snippet injection
162,10,Overflow-Underflow,code snippet injection
137,4,Overflow-Underflow,code snippet injection
105,4,Overflow-Underflow,code snippet injection
96,8,Overflow-Underflow,code snippet injection
87,8,Overflow-Underflow,code snippet injection
76,10,Overflow-Underflow,code snippet injection
67,8,Overflow-Underflow,code snippet injection
62,4,Overflow-Underflow,code snippet injection
289,4,Overflow-Underflow,code snippet injection
278,10,Overflow-Underflow,code snippet injection
272,4,Overflow-Underflow,code snippet injection
267,4,Overflow-Underflow,code snippet injection
258,8,Overflow-Underflow,code snippet injection
247,10,Overflow-Underflow,code snippet injection
238,8,Overflow-Underflow,code snippet injection
