loc,length,bug type,approach
161,10,Overflow-Underflow,code snippet injection
154,4,Overflow-Underflow,code snippet injection
147,4,Overflow-Underflow,code snippet injection
391,10,Overflow-Underflow,code snippet injection
378,4,Overflow-Underflow,code snippet injection
360,4,Overflow-Underflow,code snippet injection
340,4,Overflow-Underflow,code snippet injection
322,4,Overflow-Underflow,code snippet injection
304,4,Overflow-Underflow,code snippet injection
282,8,Overflow-Underflow,code snippet injection
260,8,Overflow-Underflow,code snippet injection
246,4,Overflow-Underflow,code snippet injection
232,4,Overflow-Underflow,code snippet injection
219,4,Overflow-Underflow,code snippet injection
204,8,Overflow-Underflow,code snippet injection
70,4,Overflow-Underflow,code snippet injection
140,4,Overflow-Underflow,code snippet injection
131,8,Overflow-Underflow,code snippet injection
124,4,Overflow-Underflow,code snippet injection
113,10,Overflow-Underflow,code snippet injection
101,10,Overflow-Underflow,code snippet injection
96,4,Overflow-Underflow,code snippet injection
85,10,Overflow-Underflow,code snippet injection
55,10,Overflow-Underflow,code snippet injection
