loc,length,bug type,approach
51,10,Overflow-Underflow,code snippet injection
46,4,Overflow-Underflow,code snippet injection
40,4,Overflow-Underflow,code snippet injection
29,10,Overflow-Underflow,code snippet injection
24,4,Overflow-Underflow,code snippet injection
19,4,Overflow-Underflow,code snippet injection
14,4,Overflow-Underflow,code snippet injection
9,4,Overflow-Underflow,code snippet injection
329,4,Overflow-Underflow,code snippet injection
317,8,Overflow-Underflow,code snippet injection
302,8,Overflow-Underflow,code snippet injection
294,4,Overflow-Underflow,code snippet injection
265,4,Overflow-Underflow,code snippet injection
252,4,Overflow-Underflow,code snippet injection
235,8,Overflow-Underflow,code snippet injection
225,4,Overflow-Underflow,code snippet injection
214,4,Overflow-Underflow,code snippet injection
200,8,Overflow-Underflow,code snippet injection
161,4,Overflow-Underflow,code snippet injection
150,10,Overflow-Underflow,code snippet injection
138,10,Overflow-Underflow,code snippet injection
133,4,Overflow-Underflow,code snippet injection
122,10,Overflow-Underflow,code snippet injection
110,10,Overflow-Underflow,code snippet injection
100,8,Overflow-Underflow,code snippet injection
88,10,Overflow-Underflow,code snippet injection
83,4,Overflow-Underflow,code snippet injection
78,4,Overflow-Underflow,code snippet injection
