loc,length,bug type,approach
607,10,Overflow-Underflow,code snippet injection
597,4,Overflow-Underflow,code snippet injection
577,4,Overflow-Underflow,code snippet injection
559,10,Overflow-Underflow,code snippet injection
548,4,Overflow-Underflow,code snippet injection
500,4,Overflow-Underflow,code snippet injection
485,4,Overflow-Underflow,code snippet injection
460,4,Overflow-Underflow,code snippet injection
437,4,Overflow-Underflow,code snippet injection
412,8,Overflow-Underflow,code snippet injection
381,8,Overflow-Underflow,code snippet injection
358,4,Overflow-Underflow,code snippet injection
337,4,Overflow-Underflow,code snippet injection
315,4,Overflow-Underflow,code snippet injection
295,8,Overflow-Underflow,code snippet injection
284,4,Overflow-Underflow,code snippet injection
267,4,Overflow-Underflow,code snippet injection
252,8,Overflow-Underflow,code snippet injection
532,4,Overflow-Underflow,code snippet injection
521,10,Overflow-Underflow,code snippet injection
510,10,Overflow-Underflow,code snippet injection
240,4,Overflow-Underflow,code snippet injection
228,10,Overflow-Underflow,code snippet injection
216,10,Overflow-Underflow,code snippet injection
