loc,length,bug type,approach
245,10,Overflow-Underflow,code snippet injection
105,4,Overflow-Underflow,code snippet injection
301,4,Overflow-Underflow,code snippet injection
285,10,Overflow-Underflow,code snippet injection
261,4,Overflow-Underflow,code snippet injection
212,4,Overflow-Underflow,code snippet injection
181,4,Overflow-Underflow,code snippet injection
168,4,Overflow-Underflow,code snippet injection
156,4,Overflow-Underflow,code snippet injection
133,8,Overflow-Underflow,code snippet injection
118,8,Overflow-Underflow,code snippet injection
239,4,Overflow-Underflow,code snippet injection
234,4,Overflow-Underflow,code snippet injection
201,4,Overflow-Underflow,code snippet injection
95,8,Overflow-Underflow,code snippet injection
