loc,length,bug type,approach
275,10,Overflow-Underflow,code snippet injection
270,4,Overflow-Underflow,code snippet injection
265,4,Overflow-Underflow,code snippet injection
48,10,Overflow-Underflow,code snippet injection
43,4,Overflow-Underflow,code snippet injection
38,4,Overflow-Underflow,code snippet injection
33,4,Overflow-Underflow,code snippet injection
351,4,Overflow-Underflow,code snippet injection
338,4,Overflow-Underflow,code snippet injection
317,8,Overflow-Underflow,code snippet injection
300,8,Overflow-Underflow,code snippet injection
291,4,Overflow-Underflow,code snippet injection
251,4,Overflow-Underflow,code snippet injection
241,4,Overflow-Underflow,code snippet injection
227,8,Overflow-Underflow,code snippet injection
216,4,Overflow-Underflow,code snippet injection
205,4,Overflow-Underflow,code snippet injection
192,8,Overflow-Underflow,code snippet injection
183,4,Overflow-Underflow,code snippet injection
168,10,Overflow-Underflow,code snippet injection
153,10,Overflow-Underflow,code snippet injection
144,4,Overflow-Underflow,code snippet injection
129,10,Overflow-Underflow,code snippet injection
96,10,Overflow-Underflow,code snippet injection
83,8,Overflow-Underflow,code snippet injection
68,10,Overflow-Underflow,code snippet injection
259,4,Overflow-Underflow,code snippet injection
27,4,Overflow-Underflow,code snippet injection
18,8,Overflow-Underflow,code snippet injection
9,8,Overflow-Underflow,code snippet injection
