loc,length,bug type,approach
151,1,Timestamp-Dependency,code snippet injection
149,1,Timestamp-Dependency,code snippet injection
17,1,Timestamp-Dependency,code snippet injection
33,1,Timestamp-Dependency,code snippet injection
254,1,Timestamp-Dependency,code snippet injection
245,3,Timestamp-Dependency,code snippet injection
236,5,Timestamp-Dependency,code snippet injection
226,5,Timestamp-Dependency,code snippet injection
219,3,Timestamp-Dependency,code snippet injection
206,9,Timestamp-Dependency,code snippet injection
190,5,Timestamp-Dependency,code snippet injection
172,9,Timestamp-Dependency,code snippet injection
94,5,Timestamp-Dependency,code snippet injection
84,9,Timestamp-Dependency,code snippet injection
79,4,Timestamp-Dependency,code snippet injection
38,4,Timestamp-Dependency,code snippet injection
23,5,Timestamp-Dependency,code snippet injection
159,5,Timestamp-Dependency,code snippet injection
139,9,Timestamp-Dependency,code snippet injection
134,4,Timestamp-Dependency,code snippet injection
123,9,Timestamp-Dependency,code snippet injection
113,9,Timestamp-Dependency,code snippet injection
108,4,Timestamp-Dependency,code snippet injection
102,5,Timestamp-Dependency,code snippet injection
12,3,Timestamp-Dependency,code snippet injection
8,3,Timestamp-Dependency,code snippet injection
