loc,length,bug type,approach
341,1,Timestamp-Dependency,code snippet injection
334,1,Timestamp-Dependency,code snippet injection
20,1,Timestamp-Dependency,code snippet injection
326,1,Timestamp-Dependency,code snippet injection
36,1,Timestamp-Dependency,code snippet injection
624,3,Timestamp-Dependency,code snippet injection
608,5,Timestamp-Dependency,code snippet injection
582,5,Timestamp-Dependency,code snippet injection
542,3,Timestamp-Dependency,code snippet injection
514,9,Timestamp-Dependency,code snippet injection
492,5,Timestamp-Dependency,code snippet injection
465,9,Timestamp-Dependency,code snippet injection
448,5,Timestamp-Dependency,code snippet injection
431,9,Timestamp-Dependency,code snippet injection
420,4,Timestamp-Dependency,code snippet injection
403,4,Timestamp-Dependency,code snippet injection
393,5,Timestamp-Dependency,code snippet injection
381,5,Timestamp-Dependency,code snippet injection
363,9,Timestamp-Dependency,code snippet injection
317,4,Timestamp-Dependency,code snippet injection
292,9,Timestamp-Dependency,code snippet injection
275,9,Timestamp-Dependency,code snippet injection
263,4,Timestamp-Dependency,code snippet injection
228,5,Timestamp-Dependency,code snippet injection
215,3,Timestamp-Dependency,code snippet injection
41,3,Timestamp-Dependency,code snippet injection
26,5,Timestamp-Dependency,code snippet injection
196,3,Timestamp-Dependency,code snippet injection
192,3,Timestamp-Dependency,code snippet injection
187,4,Timestamp-Dependency,code snippet injection
182,3,Timestamp-Dependency,code snippet injection
176,5,Timestamp-Dependency,code snippet injection
166,9,Timestamp-Dependency,code snippet injection
159,4,Timestamp-Dependency,code snippet injection
154,4,Timestamp-Dependency,code snippet injection
149,3,Timestamp-Dependency,code snippet injection
143,4,Timestamp-Dependency,code snippet injection
9,9,Timestamp-Dependency,code snippet injection
