loc,length,bug type,approach
81,1,Timestamp-Dependency,code snippet injection
79,1,Timestamp-Dependency,code snippet injection
182,1,Timestamp-Dependency,code snippet injection
177,1,Timestamp-Dependency,code snippet injection
170,1,Timestamp-Dependency,code snippet injection
163,3,Timestamp-Dependency,code snippet injection
146,5,Timestamp-Dependency,code snippet injection
133,5,Timestamp-Dependency,code snippet injection
74,3,Timestamp-Dependency,code snippet injection
60,9,Timestamp-Dependency,code snippet injection
49,5,Timestamp-Dependency,code snippet injection
33,9,Timestamp-Dependency,code snippet injection
22,5,Timestamp-Dependency,code snippet injection
115,9,Timestamp-Dependency,code snippet injection
110,4,Timestamp-Dependency,code snippet injection
105,4,Timestamp-Dependency,code snippet injection
93,5,Timestamp-Dependency,code snippet injection
87,5,Timestamp-Dependency,code snippet injection
