loc,length,bug type,approach
201,1,Timestamp-Dependency,code snippet injection
199,1,Timestamp-Dependency,code snippet injection
247,1,Timestamp-Dependency,code snippet injection
239,1,Timestamp-Dependency,code snippet injection
194,1,Timestamp-Dependency,code snippet injection
182,3,Timestamp-Dependency,code snippet injection
166,5,Timestamp-Dependency,code snippet injection
147,5,Timestamp-Dependency,code snippet injection
132,3,Timestamp-Dependency,code snippet injection
81,9,Timestamp-Dependency,code snippet injection
75,5,Timestamp-Dependency,code snippet injection
65,9,Timestamp-Dependency,code snippet injection
59,5,Timestamp-Dependency,code snippet injection
49,9,Timestamp-Dependency,code snippet injection
227,4,Timestamp-Dependency,code snippet injection
222,4,Timestamp-Dependency,code snippet injection
216,5,Timestamp-Dependency,code snippet injection
210,5,Timestamp-Dependency,code snippet injection
114,9,Timestamp-Dependency,code snippet injection
109,4,Timestamp-Dependency,code snippet injection
99,9,Timestamp-Dependency,code snippet injection
