loc,length,bug type,approach
57,1,Timestamp-Dependency,code snippet injection
37,1,Timestamp-Dependency,code snippet injection
90,1,Timestamp-Dependency,code snippet injection
75,1,Timestamp-Dependency,code snippet injection
55,1,Timestamp-Dependency,code snippet injection
44,3,Timestamp-Dependency,code snippet injection
60,5,Timestamp-Dependency,code snippet injection
29,5,Timestamp-Dependency,code snippet injection
25,3,Timestamp-Dependency,code snippet injection
15,9,Timestamp-Dependency,code snippet injection
8,5,Timestamp-Dependency,code snippet injection
