loc,length,bug type,approach
73,9,Re-erntrancy,code snippet injection
65,7,Re-erntrancy,code snippet injection
55,8,Re-erntrancy,code snippet injection
44,10,Re-erntrancy,code snippet injection
33,10,Re-erntrancy,code snippet injection
24,8,Re-erntrancy,code snippet injection
18,5,Re-erntrancy,code snippet injection
9,8,Re-erntrancy,code snippet injection
377,6,Re-erntrancy,code snippet injection
365,8,Re-erntrancy,code snippet injection
350,8,Re-erntrancy,code snippet injection
338,8,Re-erntrancy,code snippet injection
305,8,Re-erntrancy,code snippet injection
288,8,Re-erntrancy,code snippet injection
272,7,Re-erntrancy,code snippet injection
258,8,Re-erntrancy,code snippet injection
243,8,Re-erntrancy,code snippet injection
227,10,Re-erntrancy,code snippet injection
183,9,Re-erntrancy,code snippet injection
174,8,Re-erntrancy,code snippet injection
163,9,Re-erntrancy,code snippet injection
154,8,Re-erntrancy,code snippet injection
145,8,Re-erntrancy,code snippet injection
135,8,Re-erntrancy,code snippet injection
125,8,Re-erntrancy,code snippet injection
115,8,Re-erntrancy,code snippet injection
106,8,Re-erntrancy,code snippet injection
99,6,Re-erntrancy,code snippet injection
