loc,length,bug type,approach
422,9,Re-erntrancy,code snippet injection
409,7,Re-erntrancy,code snippet injection
393,8,Re-erntrancy,code snippet injection
379,10,Re-erntrancy,code snippet injection
363,10,Re-erntrancy,code snippet injection
348,8,Re-erntrancy,code snippet injection
336,5,Re-erntrancy,code snippet injection
307,8,Re-erntrancy,code snippet injection
294,6,Re-erntrancy,code snippet injection
280,8,Re-erntrancy,code snippet injection
255,8,Re-erntrancy,code snippet injection
241,8,Re-erntrancy,code snippet injection
229,8,Re-erntrancy,code snippet injection
217,8,Re-erntrancy,code snippet injection
206,7,Re-erntrancy,code snippet injection
124,8,Re-erntrancy,code snippet injection
112,8,Re-erntrancy,code snippet injection
98,10,Re-erntrancy,code snippet injection
85,9,Re-erntrancy,code snippet injection
193,8,Re-erntrancy,code snippet injection
183,9,Re-erntrancy,code snippet injection
174,8,Re-erntrancy,code snippet injection
165,8,Re-erntrancy,code snippet injection
156,8,Re-erntrancy,code snippet injection
146,8,Re-erntrancy,code snippet injection
137,8,Re-erntrancy,code snippet injection
70,8,Re-erntrancy,code snippet injection
63,6,Re-erntrancy,code snippet injection
54,8,Re-erntrancy,code snippet injection
