loc,length,bug type,approach
197,9,Re-erntrancy,code snippet injection
189,7,Re-erntrancy,code snippet injection
27,8,Re-erntrancy,code snippet injection
325,10,Re-erntrancy,code snippet injection
309,10,Re-erntrancy,code snippet injection
297,8,Re-erntrancy,code snippet injection
287,5,Re-erntrancy,code snippet injection
275,8,Re-erntrancy,code snippet injection
265,6,Re-erntrancy,code snippet injection
246,8,Re-erntrancy,code snippet injection
229,8,Re-erntrancy,code snippet injection
119,8,Re-erntrancy,code snippet injection
110,8,Re-erntrancy,code snippet injection
101,8,Re-erntrancy,code snippet injection
57,7,Re-erntrancy,code snippet injection
40,8,Re-erntrancy,code snippet injection
213,8,Re-erntrancy,code snippet injection
178,10,Re-erntrancy,code snippet injection
168,9,Re-erntrancy,code snippet injection
158,8,Re-erntrancy,code snippet injection
148,9,Re-erntrancy,code snippet injection
139,8,Re-erntrancy,code snippet injection
130,8,Re-erntrancy,code snippet injection
17,8,Re-erntrancy,code snippet injection
8,8,Re-erntrancy,code snippet injection
