loc,length,bug type,approach
25,9,Re-erntrancy,code snippet injection
17,7,Re-erntrancy,code snippet injection
8,8,Re-erntrancy,code snippet injection
296,10,Re-erntrancy,code snippet injection
281,10,Re-erntrancy,code snippet injection
266,8,Re-erntrancy,code snippet injection
255,5,Re-erntrancy,code snippet injection
237,8,Re-erntrancy,code snippet injection
227,6,Re-erntrancy,code snippet injection
212,8,Re-erntrancy,code snippet injection
196,8,Re-erntrancy,code snippet injection
164,8,Re-erntrancy,code snippet injection
135,8,Re-erntrancy,code snippet injection
105,8,Re-erntrancy,code snippet injection
95,7,Re-erntrancy,code snippet injection
86,8,Re-erntrancy,code snippet injection
76,8,Re-erntrancy,code snippet injection
65,10,Re-erntrancy,code snippet injection
55,9,Re-erntrancy,code snippet injection
46,8,Re-erntrancy,code snippet injection
36,9,Re-erntrancy,code snippet injection
